MaSV,tenSV,namsinh,diachi,sodienthoai,cmnd,kỳ một,kỳ hai,kỳ ba,kỳ bốn,Kỳ sau
2680,Lukas Becker,2001-06-10,"Thủ Đức , TPHCM",087238-4127,8.94226E+11,8,6,5,6,9
2681,Sofia Lopez,2003-05-08,"Thủ Đức , TPHCM",086315-1345,4.14672E+11,8,7,8,10,8
2682,Alexander Müller,2004-10-07,"Thủ Đức , TPHCM",083621-3525,2.23676E+11,10,8,5,9,7
2683,Isabella Rossi,2001-12-26,"Thủ Đức , TPHCM",085119-1623,3.09553E+11,8,5,8,5,5
2684,Liam Brown,2003-03-13,"Thủ Đức , TPHCM",089821-6556,1.62698E+11,7,10,9,8,9
2685,Leila Ali,2001-03-26,"Thủ Đức , TPHCM",088269-7353,7.52804E+11,6,6,9,8,8
2686,Chiara Bianchi,2001-12-30,"Thủ Đức , TPHCM",089400-5217,4.65579E+11,5,5,5,6,6
2687,Ahmed Al-Sayed,2001-04-02,"Thủ Đức , TPHCM",088766-5744,9.22533E+11,10,6,8,5,5
2688,María Fernández,2001-01-14,"Thủ Đức , TPHCM",082752-5781,5.57896E+11,5,9,8,5,8
2689,Lucas Martin,2001-11-02,"Thủ Đức , TPHCM",085724-4314,7.41588E+11,6,8,6,6,5
2690,Sofia Garcia,2004-11-24,"Thủ Đức , TPHCM",085782-3390,6.01187E+11,5,6,9,5,6
2691,Emma Müller,2002-05-04,"Thủ Đức , TPHCM",086066-5212,1.46884E+11,6,8,7,9,9
2692,Ali Hassan,2003-07-05,"Thủ Đức , TPHCM",082387-4999,7.08973E+11,9,8,5,8,10
2693,Johanna Weber,2004-11-28,"Thủ Đức , TPHCM",087330-3397,1.90635E+11,10,6,7,8,9
2694,Matteo Ferrari,2002-07-29,"Thủ Đức , TPHCM",083869-4007,4.20759E+11,6,10,9,9,6
2695,Maxime Dubois,2001-09-26,"Thủ Đức , TPHCM",087751-1563,5.10813E+11,9,9,10,10,6
2696,Elisa Müller,2004-09-21,"Thủ Đức , TPHCM",086637-4235,8.1781E+11,5,7,8,6,9
2697,Lucas Kim,2004-09-07,"Thủ Đức , TPHCM",083175-3649,4.97308E+11,7,7,6,5,6
2698,Sofia Rodriguez,2001-08-19,"Thủ Đức , TPHCM",080366-9810,3.39943E+11,7,7,9,5,9
2699,William Lee,2004-03-08,"Thủ Đức , TPHCM",081126-7619,3.54135E+11,7,8,10,10,7
2700,Emma Johnson,2003-08-01,"Thủ Đức , TPHCM",088537-2748,9.87503E+11,8,8,8,7,9
2701,Amir Kaur,2001-09-23,"Thủ Đức , TPHCM",087198-4178,4.76677E+11,10,10,7,9,6
2702,Johanna Schmidt,2004-07-03,"Thủ Đức , TPHCM",083555-6746,2.37138E+11,9,6,8,7,7
2703,Matteo Bianchi,2003-08-23,"Thủ Đức , TPHCM",088118-4492,4.22614E+11,6,5,7,6,9
2704,Maria Hernandez,2001-05-23,"Thủ Đức , TPHCM",080641-9914,5.44841E+11,7,10,5,8,5
2705,Youssef Ali,2001-01-27,"Thủ Đức , TPHCM",081733-1406,2.24511E+11,6,9,9,6,7
2706,Anna Müller,2001-07-10,"Thủ Đức , TPHCM",084169-2928,5.43142E+11,10,9,7,5,6
2707,Miguel Rodriguez,2001-12-09,"Thủ Đức , TPHCM",082226-5165,7.25187E+11,6,9,6,9,7
2708,Emily Wilson,2002-06-28,"Thủ Đức , TPHCM",082266-3901,9.81179E+11,9,7,7,10,7
2709,Ahmed Hassan,2001-08-30,"Thủ Đức , TPHCM",084633-8119,2.15977E+11,6,5,10,5,6
2710,Sarah Kim,2002-09-15,"Thủ Đức , TPHCM",084632-3588,9.24564E+11,6,7,7,5,7
2711,Lukas Becker,2001-01-07,"Thủ Đức , TPHCM",081127-1817,7.86398E+11,7,5,5,7,9
2712,Sofia Lopez,2001-01-11,"Thủ Đức , TPHCM",080202-8012,4.38279E+11,9,5,6,8,9
2713,Alexander Müller,2001-09-16,"Thủ Đức , TPHCM",088495-8053,6.05739E+11,8,8,6,6,9
2714,Isabella Rossi,2002-08-17,"Thủ Đức , TPHCM",082076-1588,3.48767E+11,7,7,5,9,8
2715,Liam Brown,2002-03-16,"Thủ Đức , TPHCM",089011-7553,8.21859E+11,8,9,10,10,10
2716,Leila Ali,2002-08-07,"Thủ Đức , TPHCM",089267-6261,8.46546E+11,9,6,5,6,7
2717,Chiara Bianchi,2003-04-13,"Thủ Đức , TPHCM",080229-6455,7.40361E+11,7,7,6,10,6
2718,Ahmed Al-Sayed,2004-11-20,"Thủ Đức , TPHCM",088032-9635,7.23529E+11,7,9,10,6,7
2719,María Fernández,2001-11-06,"Thủ Đức , TPHCM",088770-0500,7.53999E+11,7,6,8,7,8
2720,Lucas Martin,2004-11-21,"Thủ Đức , TPHCM",086060-0003,1.09001E+11,9,10,10,6,10
2721,Sofia Garcia,2002-09-25,"Thủ Đức , TPHCM",081085-1992,2.86176E+11,5,9,9,8,5
2722,Emma Müller,2004-07-08,"Thủ Đức , TPHCM",080384-9047,3.44662E+11,5,5,6,6,9
2723,Ali Hassan,2001-05-26,"Thủ Đức , TPHCM",087226-0746,4.32923E+11,5,9,5,5,8
2724,Johanna Weber,2003-08-15,"Thủ Đức , TPHCM",085363-7845,6.78908E+11,7,5,8,10,8
2725,Matteo Ferrari,2003-08-06,"Thủ Đức , TPHCM",086296-9705,6.81224E+11,8,7,8,7,8
2726,Maxime Dubois,2001-12-19,"Thủ Đức , TPHCM",082408-2710,1.65842E+11,6,5,7,10,5
2727,Elisa Müller,2001-07-18,"Thủ Đức , TPHCM",088872-0912,6.84884E+11,9,8,7,6,6
2728,Lucas Kim,2004-07-01,"Thủ Đức , TPHCM",080143-9291,3.78755E+11,5,8,7,5,10
2729,Sofia Rodriguez,2002-02-15,"Thủ Đức , TPHCM",089994-4890,8.63196E+11,10,5,8,5,8
2730,William Lee,2003-10-24,"Thủ Đức , TPHCM",085072-2269,2.38964E+11,7,9,9,8,8
2731,Emma Johnson,2001-03-14,"Thủ Đức , TPHCM",084991-5804,6.93339E+11,6,7,10,8,9
2732,Amir Kaur,2001-07-09,"Thủ Đức , TPHCM",088674-7165,7.58639E+11,7,7,9,8,6
2733,Johanna Schmidt,2004-03-17,"Thủ Đức , TPHCM",081068-6326,8.49837E+11,9,10,8,8,5
2734,Matteo Bianchi,2004-05-05,"Thủ Đức , TPHCM",080313-8356,4.41281E+11,5,5,5,9,9
2735,Maria Hernandez,2001-09-27,"Thủ Đức , TPHCM",082520-4403,4.5083E+11,6,9,10,7,8
2736,Youssef Ali,2001-11-05,"Thủ Đức , TPHCM",085477-2606,4.32624E+11,9,9,9,5,9
2737,Anna Müller,2001-06-24,"Thủ Đức , TPHCM",087939-1301,4.7482E+11,7,6,5,8,7
2738,Miguel Rodriguez,2003-08-18,"Thủ Đức , TPHCM",086720-9043,1.79782E+11,9,6,5,6,8
2739,Emily Wilson,2004-07-05,"Thủ Đức , TPHCM",087272-7678,9.01746E+11,8,7,10,5,7
2740,Ahmed Hassan,2003-08-29,"Thủ Đức , TPHCM",081384-3330,8.22134E+11,6,6,10,10,9
2741,Sarah Kim,2003-10-11,"Thủ Đức , TPHCM",082915-3898,9.54142E+11,10,6,10,8,6
2742,Lukas Becker,2000-11-15,"Thủ Đức , TPHCM",086805-4122,3.57098E+11,9,6,10,8,7
2743,Sofia Lopez,2001-08-19,"Thủ Đức , TPHCM",081629-3704,1.71911E+11,5,10,8,9,5
2744,Alexander Müller,2003-03-19,"Thủ Đức , TPHCM",088395-2925,8.0076E+11,8,6,7,9,7
2745,Isabella Rossi,2003-03-20,"Thủ Đức , TPHCM",085160-1002,2.68355E+11,9,9,10,7,9
2746,Liam Brown,2003-08-15,"Thủ Đức , TPHCM",088652-4356,1.83654E+11,7,8,5,7,6
2747,Leila Ali,2004-05-14,"Thủ Đức , TPHCM",085823-0271,3.31013E+11,9,9,7,7,5
2748,Chiara Bianchi,2002-09-17,"Thủ Đức , TPHCM",085248-9411,5.62889E+11,8,5,8,10,5
2749,Ahmed Al-Sayed,2003-02-15,"Thủ Đức , TPHCM",084596-7887,3.7004E+11,5,7,5,5,5
2750,María Fernández,2000-12-19,"Thủ Đức , TPHCM",089158-9854,9.32379E+11,8,10,10,7,7
2751,Lucas Martin,2002-11-21,"Thủ Đức , TPHCM",088142-8816,8.72937E+11,8,7,6,8,9
2752,Sofia Garcia,2001-12-30,"Thủ Đức , TPHCM",087122-3742,2.53345E+11,7,9,5,10,9
2753,Emma Müller,2003-03-14,"Thủ Đức , TPHCM",083973-4687,6.05913E+11,8,9,10,8,10
2754,Ali Hassan,2002-06-14,"Thủ Đức , TPHCM",088111-7861,3.97426E+11,9,10,9,5,7
2755,Johanna Weber,2001-05-17,"Thủ Đức , TPHCM",087489-1487,4.56532E+11,7,9,7,6,8
2756,Matteo Ferrari,2001-07-22,"Thủ Đức , TPHCM",086967-6464,8.54258E+11,5,5,5,10,7
2757,Maxime Dubois,2001-09-05,"Thủ Đức , TPHCM",087724-9191,1.08521E+11,8,10,6,6,5
2758,Elisa Müller,2001-01-15,"Thủ Đức , TPHCM",084113-6330,7.68747E+11,9,8,7,9,10
2759,Lucas Kim,2004-08-30,"Thủ Đức , TPHCM",085102-7314,3.51882E+11,6,5,9,7,5
2760,Sofia Rodriguez,2004-08-20,"Thủ Đức , TPHCM",089824-4147,8.59128E+11,6,7,10,5,7
2761,William Lee,2003-12-27,"Thủ Đức , TPHCM",084385-4610,7.21685E+11,9,5,8,6,5
2762,Emma Johnson,2000-11-09,"Thủ Đức , TPHCM",089170-7876,4.39722E+11,6,6,7,10,8
2763,Amir Kaur,2002-03-26,"Thủ Đức , TPHCM",083140-5477,7.08266E+11,7,7,8,10,10
2764,Johanna Schmidt,2002-03-30,"Thủ Đức , TPHCM",085217-8622,1.89378E+11,7,10,10,10,8
2765,Matteo Bianchi,2001-07-27,"Thủ Đức , TPHCM",080814-2043,6.7397E+11,8,8,6,7,7
2766,Maria Hernandez,2004-11-01,"Thủ Đức , TPHCM",086340-1722,9.82817E+11,5,10,8,10,9
2767,Youssef Ali,2003-05-22,"Thủ Đức , TPHCM",087355-9591,7.44134E+11,9,9,7,7,5
2768,Anna Müller,2001-08-02,"Quận 7 , TPHCM",087059-0567,2.16101E+11,9,8,9,8,7
2769,Miguel Rodriguez,2002-11-18,"Quận 7 , TPHCM",086401-4359,8.46953E+11,10,7,7,7,5
2770,Emily Wilson,2004-09-27,"Quận 7 , TPHCM",087278-2518,6.76287E+11,5,10,6,9,8
2771,Ahmed Hassan,2002-06-25,"Quận 7 , TPHCM",086321-4721,4.70356E+11,10,8,8,6,8
2772,Sarah Kim,2003-01-29,"Quận 7 , TPHCM",087534-7965,7.88406E+11,8,10,5,6,5
2773,Lukas Becker,2001-11-30,"Quận 7 , TPHCM",080290-3377,2.76865E+11,8,10,5,10,5
2774,Sofia Lopez,2004-10-03,"Quận 7 , TPHCM",085193-6455,7.25871E+11,6,8,10,8,9
2775,Alexander Müller,2003-05-04,"Quận 7 , TPHCM",086211-5820,2.81263E+11,8,9,5,10,7
2776,Isabella Rossi,2002-01-09,"Quận 7 , TPHCM",080969-3895,9.32462E+11,6,5,5,8,5
2777,Liam Brown,2004-02-20,"Quận 7 , TPHCM",086538-1729,2.05982E+11,6,5,6,8,5
2778,Leila Ali,2001-03-16,"Quận 7 , TPHCM",087392-8445,7.11809E+11,10,6,8,7,10
2779,Chiara Bianchi,2001-10-08,"Quận 7 , TPHCM",083717-8914,4.64644E+11,10,8,5,8,10
2780,Ahmed Al-Sayed,2004-03-05,"Quận 7 , TPHCM",082398-5939,1.66953E+11,7,6,5,9,10
2781,María Fernández,2004-11-21,"Quận 7 , TPHCM",084254-1621,9.26065E+11,10,6,7,9,10
2782,Lucas Martin,2004-06-27,"Quận 7 , TPHCM",089127-8415,9.73159E+11,7,6,5,8,7
2783,Sofia Garcia,2003-04-26,"Quận 7 , TPHCM",087438-4736,1.01679E+11,10,6,8,5,8
2784,Emma Müller,2001-03-10,"Quận 7 , TPHCM",087509-7799,7.2704E+11,8,10,7,10,7
2785,Ali Hassan,2002-02-15,"Quận 7 , TPHCM",087186-8673,6.37132E+11,6,6,6,8,8
2786,Johanna Weber,2001-03-24,"Quận 7 , TPHCM",085859-2551,5.98949E+11,10,10,8,6,9
2787,Matteo Ferrari,2004-02-11,"Quận 7 , TPHCM",084885-2758,2.57869E+11,5,8,8,5,8
2788,Emily Wilson,2003-07-22,"Quận 7 , TPHCM",082902-9064,2.95187E+11,8,6,10,9,8
2789,Ahmed Hassan,2004-01-02,"Quận 7 , TPHCM",085251-9881,5.01959E+11,10,9,9,9,9
2790,Sarah Kim,2003-02-02,"Quận 7 , TPHCM",088066-9281,5.60485E+11,7,6,5,7,9
2791,Lukas Becker,2004-06-05,"Quận 7 , TPHCM",084501-1819,8.67998E+11,10,9,8,8,8
2792,Sofia Lopez,2003-01-06,"Quận 7 , TPHCM",080365-7865,5.02475E+11,6,7,8,9,6
2793,Alexander Müller,2002-01-06,"Quận 7 , TPHCM",089198-2400,2.43749E+11,10,7,6,8,7
2794,Isabella Rossi,2001-11-24,"Quận 7 , TPHCM",080395-1075,1.81589E+11,8,7,6,10,7
2795,Liam Brown,2003-07-18,"Quận 7 , TPHCM",087532-5590,7.16469E+11,8,5,9,6,9
2796,Leila Ali,2001-10-29,"Quận 7 , TPHCM",089900-6046,4.11554E+11,9,5,8,9,6
2797,Chiara Bianchi,2001-04-14,"Quận 7 , TPHCM",083596-8248,6.78334E+11,5,8,6,9,5
2798,Ahmed Al-Sayed,2003-03-04,"Quận 7 , TPHCM",081665-7707,5.89839E+11,7,8,5,6,8
2799,María Fernández,2002-11-15,"Quận 7 , TPHCM",087652-6648,9.01051E+11,9,10,5,5,10
2800,Lucas Martin,2002-08-19,"Quận 7 , TPHCM",083803-9351,9.87262E+11,8,9,10,7,5
2801,Sofia Garcia,2003-07-25,"Quận 7 , TPHCM",082873-2347,4.34625E+11,5,7,7,6,6
2802,Emma Müller,2003-05-09,"Quận 7 , TPHCM",089678-3283,1.31429E+11,5,5,10,5,5
2803,Ali Hassan,2003-06-08,"Quận 7 , TPHCM",082625-5156,8.61668E+11,5,10,10,10,10
2804,Johanna Weber,2003-05-11,"Quận 7 , TPHCM",084517-8273,1.3783E+11,6,6,10,8,9
2805,Matteo Ferrari,2003-10-19,"Quận 7 , TPHCM",087116-4951,2.76708E+11,8,7,6,10,6
2806,Maxime Dubois,2002-12-22,"Quận 7 , TPHCM",082844-0191,4.26517E+11,10,8,7,8,10
2807,Elisa Müller,2000-11-09,"Quận 7 , TPHCM",084725-8299,6.89353E+11,6,8,10,7,9
2808,Lucas Kim,2002-12-08,"Quận 7 , TPHCM",084627-9580,3.71464E+11,6,7,6,5,8
2809,Sofia Rodriguez,2003-06-05,"Quận 7 , TPHCM",084773-6730,7.02369E+11,9,7,5,8,6
2810,William Lee,2003-07-15,"Quận 7 , TPHCM",087341-1546,3.30326E+11,6,6,8,8,10
2811,Emma Johnson,2004-02-01,"Quận 7 , TPHCM",080508-9916,7.75054E+11,6,10,9,7,6
2812,Amir Kaur,2000-11-27,"Quận 7 , TPHCM",086294-9859,6.69135E+11,9,10,7,5,8
2813,Johanna Schmidt,2002-11-28,"Quận 7 , TPHCM",080597-7959,3.32436E+11,6,7,9,9,5
2814,Matteo Bianchi,2001-06-27,"Quận 7 , TPHCM",081963-6436,7.44835E+11,5,10,8,10,7
2815,Maria Hernandez,2003-09-07,"Quận 7 , TPHCM",082986-4429,9.48427E+11,6,5,8,7,5
2816,Youssef Ali,2001-03-29,"Quận 7 , TPHCM",087981-5429,9.14511E+11,8,10,5,9,5
2817,Anna Müller,2002-09-25,"Quận 7 , TPHCM",085268-0553,7.46087E+11,7,10,5,6,5
2818,Miguel Rodriguez,2004-08-14,"Quận 7 , TPHCM",088514-1665,4.33749E+11,6,9,7,8,7
2819,Emily Wilson,2001-10-12,"Quận 7 , TPHCM",082454-5355,2.66918E+11,9,8,8,9,5
2820,Ahmed Hassan,2003-05-22,"Quận 7 , TPHCM",082111-1346,6.53547E+11,6,7,8,6,5
2821,Sarah Kim,2001-05-21,"Quận 7 , TPHCM",089818-1480,2.08342E+11,7,8,6,7,10
2822,Lukas Becker,2004-01-24,"Quận 7 , TPHCM",082493-0838,8.94076E+11,6,7,6,9,10
2823,Sofia Lopez,2002-02-01,"Quận 7 , TPHCM",088551-8211,6.23258E+11,10,9,6,9,7
2824,Alexander Müller,2004-02-11,"Quận 7 , TPHCM",087651-4393,2.23435E+11,5,9,6,6,6
2825,Isabella Rossi,2003-09-24,"Quận 7 , TPHCM",083461-9316,4.87661E+11,9,8,7,8,10
2826,Liam Brown,2004-04-21,"Quận 7 , TPHCM",085033-1606,3.358E+11,7,8,9,9,7
2827,Leila Ali,2002-05-19,"Quận 7 , TPHCM",085604-3445,2.00669E+11,7,7,9,8,10
2828,Chiara Bianchi,2004-03-25,"Quận 7 , TPHCM",087021-7451,5.37922E+11,9,10,10,9,9
2829,Ahmed Al-Sayed,2001-06-13,"Quận 7 , TPHCM",082074-8929,5.33134E+11,10,6,10,5,7
2830,María Fernández,2002-09-01,"Quận 7 , TPHCM",080173-8554,5.4326E+11,10,10,5,8,9
2831,Lucas Martin,2003-04-02,"Quận 7 , TPHCM",086705-3371,5.88544E+11,5,5,10,9,8
2832,Sofia Garcia,2003-01-20,"Quận 7 , TPHCM",083126-3385,7.34572E+11,6,5,8,9,10
2833,Emma Müller,2002-05-13,"Quận 7 , TPHCM",085090-0183,6.90546E+11,8,5,6,9,5
2834,Ali Hassan,2001-01-28,"Quận 7 , TPHCM",083244-1287,6.11537E+11,10,9,9,8,6
2835,Johanna Weber,2000-12-26,"Quận 7 , TPHCM",085484-6097,3.27939E+11,7,10,6,9,6
2836,Matteo Ferrari,2003-03-27,"Quận 7 , TPHCM",089001-0718,6.58569E+11,8,10,9,5,9
2837,Maxime Dubois,2004-08-12,"Quận 7 , TPHCM",086205-0796,5.98434E+11,5,8,5,9,8
2838,Elisa Müller,2001-02-04,"Quận 7 , TPHCM",083379-4949,9.60107E+11,8,9,9,5,10
2839,Lucas Kim,2003-05-07,"Quận 7 , TPHCM",085799-8739,6.97383E+11,5,10,9,8,5
2840,Sofia Rodriguez,2002-01-30,"Quận 7 , TPHCM",082107-3156,6.46784E+11,8,5,9,10,9
2841,William Lee,2004-08-11,"Quận 7 , TPHCM",083524-8279,5.81952E+11,9,7,10,5,10
2842,Emma Johnson,2002-08-16,"Quận 7 , TPHCM",082974-6289,8.04579E+11,7,10,7,6,8
2843,Amir Kaur,2001-08-24,"Quận 7 , TPHCM",089673-4971,9.46222E+11,6,5,6,7,7
2844,Johanna Schmidt,2001-01-12,"Quận 7 , TPHCM",086096-1164,8.20816E+11,5,6,9,6,9
2845,Matteo Bianchi,2002-06-18,"Quận 7 , TPHCM",082841-3437,8.7092E+11,6,8,6,9,9
2846,Maria Hernandez,2002-06-24,"Quận 7 , TPHCM",089701-8672,1.74028E+11,6,5,5,9,10
2847,Youssef Ali,2001-08-07,"Quận 7 , TPHCM",089858-1822,4.45928E+11,10,10,10,5,6
2848,Anna Müller,2002-12-16,"Quận 7 , TPHCM",088299-8328,8.35652E+11,8,8,9,10,5
2849,Miguel Rodriguez,2002-10-12,"Quận 7 , TPHCM",080472-1438,7.18995E+11,10,5,9,7,7
2850,Emily Wilson,2002-06-12,"Quận 7 , TPHCM",085333-3313,3.4134E+11,10,8,7,8,7
2851,Ahmed Hassan,2002-06-13,"Quận 7 , TPHCM",088902-2936,3.818E+11,6,10,10,7,6
2852,Sarah Kim,2003-09-18,"Quận 7 , TPHCM",081854-4230,1.47849E+11,6,6,10,9,6
2853,Lukas Becker,2002-06-03,"Quận 7 , TPHCM",088348-1187,4.57738E+11,6,5,9,5,6
2854,Sofia Lopez,2002-09-04,"Quận 7 , TPHCM",083272-3126,4.61259E+11,8,8,6,8,5
2855,Alexander Müller,2003-12-24,"Quận 7 , TPHCM",088678-9214,4.27182E+11,9,8,7,10,7
2856,Isabella Rossi,2001-03-11,"Quận 7 , TPHCM",087606-0225,3.60292E+11,6,10,6,8,9
2857,Liam Brown,2004-03-27,"Quận 7 , TPHCM",082033-8248,1.43777E+11,5,9,7,7,5
2858,Leila Ali,2004-04-14,"Quận 7 , TPHCM",083814-4570,8.82904E+11,5,5,7,9,7
2859,Chiara Bianchi,2002-12-25,"Quận 7 , TPHCM",084357-7924,4.58268E+11,10,7,8,8,8
2860,Ahmed Al-Sayed,2001-02-08,"Quận 7 , TPHCM",087878-4215,1.34921E+11,8,9,7,6,7
2861,María Fernández,2003-07-28,"Quận 7 , TPHCM",087270-9278,4.07437E+11,7,6,6,10,7
2862,Lucas Martin,2001-02-19,"Quận 7 , TPHCM",088170-1452,3.80631E+11,6,7,5,6,9
2863,Sofia Garcia,2001-09-09,"Quận 7 , TPHCM",080660-6561,6.88694E+11,9,6,6,9,7
2864,Emma Müller,2003-05-19,"Quận 7 , TPHCM",089492-8862,8.75706E+11,5,7,8,7,6
2865,Ali Hassan,2001-03-17,"Quận 7 , TPHCM",082176-2319,3.65096E+11,5,9,10,9,9
2866,Johanna Weber,2001-03-21,"Quận 7 , TPHCM",089197-8187,7.688E+11,8,7,7,5,9
2867,Matteo Ferrari,2003-02-14,"Quận 7 , TPHCM",088405-9407,8.06993E+11,7,5,6,7,8
2868,Maxime Dubois,2003-08-27,"Quận 7 , TPHCM",085260-0385,7.62026E+11,8,10,7,6,8
2869,Elisa Müller,2002-11-06,"Quận 7 , TPHCM",081137-4802,3.4195E+11,9,7,9,8,9
2870,Lucas Kim,2004-06-22,"Quận 7 , TPHCM",083260-4575,4.97201E+11,7,7,7,8,7
2871,Sofia Rodriguez,2001-03-10,"Quận 7 , TPHCM",086104-6565,5.81304E+11,6,6,10,6,6
2872,William Lee,2000-12-09,"Quận 7 , TPHCM",085917-4745,4.66035E+11,6,8,9,7,7
2873,Emma Johnson,2004-07-17,"Quận 7 , TPHCM",082336-7699,9.64989E+11,5,9,10,6,7
2874,Amir Kaur,2004-05-04,"Quận 7 , TPHCM",083541-7911,3.98032E+11,10,9,9,7,6
2875,Johanna Schmidt,2003-07-30,"Quận 7 , TPHCM",081594-1585,4.46399E+11,8,7,6,9,7
2876,Matteo Bianchi,2004-04-14,"Quận 7 , TPHCM",080199-9496,1.01178E+11,8,9,7,5,9
2877,Maria Hernandez,2003-01-15,"Quận 7 , TPHCM",081365-5211,2.26572E+11,10,6,7,6,8
2878,Youssef Ali,2001-01-18,"Quận 7 , TPHCM",087854-1670,8.14623E+11,6,8,6,9,8
2879,Anna Müller,2002-05-11,"Quận 7 , TPHCM",083178-1202,8.53387E+11,10,10,5,5,10
2880,Miguel Rodriguez,2004-09-01,"Quận 7 , TPHCM",085075-4053,4.80982E+11,9,9,8,7,7
2881,Emily Wilson,2002-11-16,"Quận 7 , TPHCM",083803-8303,6.01606E+11,10,9,6,8,10
2882,Ahmed Hassan,2002-03-12,"Quận 7 , TPHCM",086795-7285,4.48681E+11,5,7,5,6,9
2883,Sarah Kim,2001-10-19,"Quận 7 , TPHCM",081047-0405,4.95726E+11,8,6,9,7,9
2884,Lukas Becker,2004-02-26,"Quận 7 , TPHCM",085180-0672,7.06377E+11,9,8,8,10,5
2885,Sofia Lopez,2004-09-22,"Quận 7 , TPHCM",086582-3222,9.21362E+11,10,6,6,8,5
2886,Alexander Müller,2004-08-21,"Quận 7 , TPHCM",081620-5393,7.87408E+11,8,8,5,7,6
2887,Isabella Rossi,2003-07-17,"Quận 7 , TPHCM",084302-3824,2.06018E+11,8,7,8,9,9
2888,Liam Brown,2003-08-04,"Quận 7 , TPHCM",086105-6912,8.95018E+11,6,5,9,7,5
2889,Leila Ali,2003-01-17,"Quận 7 , TPHCM",083323-2405,1.64433E+11,10,6,7,5,10
2890,Chiara Bianchi,2004-11-26,"Quận 7 , TPHCM",088989-8587,3.61242E+11,6,8,9,5,10
2891,Ahmed Al-Sayed,2004-06-26,"Quận 7 , TPHCM",086822-4323,5.41688E+11,9,10,10,10,5
2892,María Fernández,2001-04-08,"Quận 7 , TPHCM",087620-6888,9.50008E+11,8,10,10,5,6
2893,Lucas Martin,2003-08-23,"Quận 7 , TPHCM",081840-9462,8.96029E+11,6,8,9,9,5
2894,Sofia Garcia,2004-06-23,"Quận 7 , TPHCM",082242-4333,2.69694E+11,7,8,6,9,9
2895,Emma Müller,2004-10-22,"Quận 7 , TPHCM",086740-9247,7.64081E+11,6,8,10,8,7
2896,Ali Hassan,2002-03-18,"Quận 7 , TPHCM",080856-6381,4.53485E+11,8,8,7,9,8
2897,Johanna Weber,2003-12-25,"Quận 7 , TPHCM",087475-6144,9.17287E+11,9,9,6,9,10
2898,Matteo Ferrari,2003-11-29,"Quận 7 , TPHCM",084012-2941,3.81438E+11,10,10,9,10,6
2899,Sofia Garcia,2004-04-27,"Quận 7 , TPHCM",089457-5293,2.90961E+11,9,5,7,6,8
2900,Emma Müller,2001-05-21,"Quận 7 , TPHCM",087592-7107,6.49253E+11,10,7,10,6,10
2901,Ali Hassan,2003-03-07,"Quận 7 , TPHCM",086719-3751,4.14353E+11,7,9,9,6,7
2902,Johanna Weber,2003-02-23,"Quận 7 , TPHCM",089512-3668,1.75479E+11,10,5,6,9,9
2903,Matteo Ferrari,2001-04-29,"Quận 7 , TPHCM",087855-8708,7.59817E+11,5,5,5,5,6
2904,Maxime Dubois,2003-05-29,"Quận 7 , TPHCM",087096-2413,4.59641E+11,8,6,8,5,7
2905,Elisa Müller,2001-07-15,"Quận 7 , TPHCM",088300-5969,9.29416E+11,5,10,9,5,10
2906,Lucas Kim,2004-06-14,"Quận 7 , TPHCM",088751-8218,9.54787E+11,6,5,7,6,10
2907,Sofia Rodriguez,2001-09-05,"Quận 7 , TPHCM",088671-5114,9.19566E+11,8,9,7,6,7
2908,William Lee,2004-03-24,"Quận 7 , TPHCM",086584-6293,9.57093E+11,9,5,8,6,7
2909,Emma Johnson,2003-05-14,"Quận 7 , TPHCM",087845-8473,5.23526E+11,10,8,10,10,8
2910,Amir Kaur,2004-02-17,"Quận 7 , TPHCM",085566-5820,5.05327E+11,7,7,6,6,9
2911,Johanna Schmidt,2001-06-24,"Quận 7 , TPHCM",082794-5325,2.42271E+11,9,8,8,6,6
2912,Matteo Bianchi,2001-06-21,"Quận 7 , TPHCM",089003-5989,5.30082E+11,10,5,9,5,5
2913,Maria Hernandez,2002-06-02,"Quận 7 , TPHCM",086529-6249,8.88184E+11,10,6,9,10,10
2914,Youssef Ali,2003-06-12,"Quận 7 , TPHCM",087784-5958,5.30305E+11,5,5,5,8,7
2915,Anna Müller,2002-10-17,"Quận 7 , TPHCM",088066-6163,3.14626E+11,8,5,9,9,7
2916,Miguel Rodriguez,2004-09-02,"Quận 7 , TPHCM",083444-7566,9.43385E+11,7,6,5,10,9
2917,Emily Wilson,2002-10-28,"Quận 7 , TPHCM",086531-5065,6.95209E+11,8,10,8,10,6
2918,Ahmed Hassan,2003-05-12,"Quận 7 , TPHCM",080932-9484,3.32676E+11,8,8,9,9,6
2919,Sarah Kim,2002-03-16,"Quận 7 , TPHCM",087550-8684,5.32029E+11,10,7,6,10,8
2920,Lukas Becker,2002-02-14,"Quận 7 , TPHCM",084664-5739,9.98123E+11,7,5,5,7,9
2921,Sofia Lopez,2003-04-03,"Quận 7 , TPHCM",084290-7906,1.15302E+11,8,8,7,9,9
2922,Alexander Müller,2003-05-27,"Quận 7 , TPHCM",082620-2783,1.92107E+11,5,7,5,7,10
2923,Isabella Rossi,2002-05-23,"Quận 7 , TPHCM",081901-1001,1.54327E+11,9,5,10,9,5
